filename,width,height,class,xmin,ymin,xmax,ymax
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000568.jpg,500,375,hand,197,232,294,342
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000568.jpg,500,375,head,77,49,174,214
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000568.jpg,500,375,person,1,40,294,375
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000568.jpg,500,375,person,360,50,500,375
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000569.jpg,453,500,foot,141,416,209,456
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000569.jpg,453,500,foot,2,414,73,441
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000569.jpg,453,500,hand,111,174,134,210
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000569.jpg,453,500,hand,76,165,110,203
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000569.jpg,453,500,head,66,3,116,71
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000569.jpg,453,500,person,3,1,208,457
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000569.jpg,453,500,person,250,78,327,364
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000569.jpg,453,500,person,322,153,399,300
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000630.jpg,273,500,foot,150,389,167,412
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000630.jpg,273,500,foot,96,387,129,407
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000630.jpg,273,500,hand,164,278,178,295
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000630.jpg,273,500,hand,93,285,109,308
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000630.jpg,273,500,head,114,156,144,190
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000630.jpg,273,500,person,92,155,174,411
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000634.jpg,500,375,foot,172,299,184,307
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000634.jpg,500,375,foot,183,299,213,308
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000634.jpg,500,375,hand,206,168,217,180
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000634.jpg,500,375,hand,183,135,202,152
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000634.jpg,500,375,head,170,111,198,144
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000634.jpg,500,375,person,157,110,217,307
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000634.jpg,500,375,person,176,126,209,197
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000662.jpg,500,333,foot,334,133,373,202
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000662.jpg,500,333,foot,391,202,437,242
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000662.jpg,500,333,hand,155,128,205,164
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000662.jpg,500,333,hand,255,154,291,181
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000662.jpg,500,333,head,92,41,195,150
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000662.jpg,500,333,person,82,35,442,294
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000700.jpg,500,375,foot,346,246,381,299
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000700.jpg,500,375,hand,223,263,251,294
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000700.jpg,500,375,hand,26,128,58,150
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000700.jpg,500,375,head,194,71,247,140
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000700.jpg,500,375,person,22,70,380,300
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000737.jpg,320,448,foot,8,323,102,405
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000737.jpg,320,448,foot,118,339,202,409
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000737.jpg,320,448,hand,164,193,208,242
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000737.jpg,320,448,hand,251,273,288,322
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000737.jpg,320,448,head,152,39,273,178
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000737.jpg,320,448,person,7,39,308,411
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000740.jpg,320,480,hand,83,203,130,249
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000740.jpg,320,480,hand,165,219,216,262
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000740.jpg,320,480,head,88,9,204,159
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000740.jpg,320,480,person,40,10,278,455
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000745.jpg,320,480,foot,114,426,182,454
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000745.jpg,320,480,foot,72,441,142,478
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000745.jpg,320,480,hand,270,91,287,149
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000745.jpg,320,480,hand,114,228,148,266
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000745.jpg,320,480,head,108,15,203,132
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000745.jpg,320,480,person,70,16,286,479
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000780.jpg,500,375,hand,63,308,84,340
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000780.jpg,500,375,hand,348,340,380,368
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000780.jpg,500,375,head,135,144,177,188
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000780.jpg,500,375,head,280,129,318,178
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000780.jpg,500,375,person,62,115,262,375
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000780.jpg,500,375,person,174,110,392,375
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000825.jpg,345,500,foot,158,394,198,425
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000825.jpg,345,500,foot,250,423,302,487
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000825.jpg,345,500,hand,174,276,224,332
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000825.jpg,345,500,hand,143,346,185,395
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000825.jpg,345,500,head,167,35,244,143
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000825.jpg,345,500,person,88,35,321,489
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000878.jpg,500,379,foot,246,217,286,237
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000878.jpg,500,379,foot,231,230,270,249
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000878.jpg,500,379,hand,208,187,224,202
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000878.jpg,500,379,head,174,123,227,178
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000878.jpg,500,379,person,173,125,315,249
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000878.jpg,500,379,person,136,108,219,229
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000992.jpg,500,333,hand,313,202,372,290
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000992.jpg,500,333,hand,238,191,293,280
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000992.jpg,500,333,head,233,24,352,182
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_000992.jpg,500,333,person,136,6,419,333
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001028.jpg,500,375,foot,363,314,377,335
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001028.jpg,500,375,foot,371,316,395,341
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001028.jpg,500,375,hand,354,225,366,240
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001028.jpg,500,375,hand,388,235,404,253
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001028.jpg,500,375,head,377,115,402,150
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001028.jpg,500,375,person,353,115,425,342
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001063.jpg,500,375,foot,223,366,237,375
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001063.jpg,500,375,foot,204,362,218,375
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001063.jpg,500,375,hand,332,164,356,194
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001063.jpg,500,375,hand,404,357,430,375
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001063.jpg,500,375,hand,207,189,224,200
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001063.jpg,500,375,hand,217,200,231,210
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001063.jpg,500,375,hand,280,197,298,211
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001063.jpg,500,375,hand,250,267,263,290
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001063.jpg,500,375,head,351,108,393,175
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001063.jpg,500,375,head,217,141,241,175
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001063.jpg,500,375,head,280,133,309,170
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001063.jpg,500,375,person,1,63,181,375
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001063.jpg,500,375,person,308,106,458,375
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001063.jpg,500,375,person,134,130,186,375
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001063.jpg,500,375,person,188,140,262,375
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001063.jpg,500,375,person,249,130,330,375
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001063.jpg,500,375,person,437,137,500,375
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001066.jpg,500,375,foot,226,327,240,347
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001066.jpg,500,375,foot,256,329,289,346
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001066.jpg,500,375,foot,11,296,25,303
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001066.jpg,500,375,foot,72,289,87,306
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001066.jpg,500,375,foot,117,298,137,306
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001066.jpg,500,375,foot,57,292,72,299
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001066.jpg,500,375,foot,84,291,101,300
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001066.jpg,500,375,hand,211,130,234,150
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001066.jpg,500,375,hand,262,225,275,248
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001066.jpg,500,375,hand,15,199,24,209
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001066.jpg,500,375,hand,117,235,126,244
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001066.jpg,500,375,hand,60,245,71,257
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001066.jpg,500,375,head,219,128,248,150
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001066.jpg,500,375,head,3,193,18,210
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001066.jpg,500,375,head,105,190,122,208
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001066.jpg,500,375,head,70,189,87,206
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001066.jpg,500,375,person,209,106,291,348
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001066.jpg,500,375,person,1,191,32,303
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001066.jpg,500,375,person,71,190,139,306
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001066.jpg,500,375,person,56,189,103,300
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001074.jpg,354,500,hand,217,329,269,359
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001074.jpg,354,500,hand,130,310,191,356
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001074.jpg,354,500,head,175,115,277,223
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001074.jpg,354,500,person,21,115,280,500
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001076.jpg,500,375,hand,287,270,318,297
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001076.jpg,500,375,head,196,85,256,164
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001076.jpg,500,375,person,137,84,314,375
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001090.jpg,375,500,hand,31,173,72,215
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001090.jpg,375,500,hand,135,340,161,372
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001090.jpg,375,500,head,146,200,208,276
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001090.jpg,375,500,person,195,229,346,417
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001090.jpg,375,500,person,6,174,263,500
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001255.jpg,500,375,hand,179,244,303,340
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001255.jpg,500,375,hand,365,232,496,325
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001255.jpg,500,375,head,284,88,421,274
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001255.jpg,500,375,person,128,90,500,375
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001255.jpg,500,375,person,40,39,289,375
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001306.jpg,333,500,foot,107,274,117,288
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001306.jpg,333,500,foot,116,279,129,292
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001306.jpg,333,500,hand,167,126,184,148
C:\Users\Alexw\OneDrive\Desktop\uni\Applied Machine Learning\Coursework2\datasets\train_test_images\test\2008_001306.jpg,333,500,hand,90,150,105,161
